,,counts,frequencies,CI
cyrl.e,э,3.0,0.06,"(0.01, 0.16)"
cyrl.ghe,г,48.0,0.91,"(0.79, 0.97)"
cyrl.ie,е,2.0,0.04,"(0.0, 0.13)"
