,,counts,frequencies,CI
cyrl.ie,е,50.0,0.94,"(0.84, 0.99)"
cyrl.pe,п,1.0,0.02,"(0.0, 0.1)"
cyrl.te,т,2.0,0.04,"(0.0, 0.13)"
