,,counts,frequencies,CI
cyrl.ha,х,2.0,0.04,"(0.0, 0.13)"
cyrl.o,о,32.0,0.6,"(0.46, 0.74)"
cyrl.shcha,щ,19.0,0.36,"(0.23, 0.5)"
