,,counts,frequencies,CI
cyrl.ghe,г,1.0,0.02,"(0.0, 0.09)"
cyrl.ie,е,58.0,0.94,"(0.84, 0.98)"
cyrl.te,т,3.0,0.05,"(0.01, 0.13)"
