,,counts,frequencies,CI
cyrl.e,э,4.0,0.08,"(0.02, 0.18)"
cyrl.ha,х,45.0,0.85,"(0.72, 0.93)"
cyrl.o,о,4.0,0.08,"(0.02, 0.18)"
