,,counts,frequencies,CI
cyrl.ie,е,31.0,0.58,"(0.44, 0.72)"
cyrl.shcha,щ,18.0,0.34,"(0.22, 0.48)"
cyrl.te,т,4.0,0.08,"(0.02, 0.18)"
