,,counts,frequencies,CI
cyrl.e,э,33.0,0.62,"(0.48, 0.75)"
cyrl.pe,п,5.0,0.09,"(0.03, 0.21)"
cyrl.shcha,щ,15.0,0.28,"(0.17, 0.42)"
