,,counts,frequencies,CI
cyrl.ie,е,2.0,0.03,"(0.0, 0.11)"
cyrl.o,о,2.0,0.03,"(0.0, 0.11)"
cyrl.te,т,58.0,0.94,"(0.84, 0.98)"
