,,counts,frequencies,CI
cyrl.o,о,32.0,0.6,"(0.46, 0.74)"
cyrl.pe,п,1.0,0.02,"(0.0, 0.1)"
cyrl.shcha,щ,20.0,0.38,"(0.25, 0.52)"
