,,counts,frequencies,CI
cyrl.ha,х,19.0,0.36,"(0.23, 0.5)"
cyrl.shcha,щ,24.0,0.45,"(0.32, 0.6)"
cyrl.te,т,10.0,0.19,"(0.09, 0.32)"
