,,counts,frequencies,CI
cyrl.e,э,29.0,0.55,"(0.4, 0.68)"
cyrl.ghe,г,8.0,0.15,"(0.07, 0.28)"
cyrl.shcha,щ,16.0,0.3,"(0.18, 0.44)"
