,,counts,frequencies,CI
cyrl.o,о,39.0,0.63,"(0.5, 0.75)"
cyrl.shcha,щ,20.0,0.32,"(0.21, 0.45)"
cyrl.te,т,3.0,0.05,"(0.01, 0.13)"
