,devanagari-mt,devanagari-mt,nirmala-ui,nirmala-ui
,original,scaled,original,scaled
deva.Cha,10.0,10.0,9.0,10.0
deva.Dha,7.0,7.0,10.0,11.0
deva.U,38.0,38.0,32.0,34.0
p-value,0.654,0.654,0.654,0.654
