,,counts,frequencies,CI
deva.Ca,च,2.0,0.04,"(0.0, 0.12)"
deva.Ma,म,44.0,0.77,"(0.64, 0.87)"
deva.Nya,ञ,11.0,0.19,"(0.1, 0.32)"
