,,counts,frequencies,CI
deva.Bha,भ,46.0,0.81,"(0.68, 0.9)"
deva.Ca,च,2.0,0.04,"(0.0, 0.12)"
deva.Nya,ञ,9.0,0.16,"(0.07, 0.28)"
