,,counts,frequencies,CI
deva.Jha,झ,11.0,0.23,"(0.12, 0.37)"
deva.Nya,ञ,7.0,0.15,"(0.06, 0.28)"
deva.Ra,र,30.0,0.62,"(0.47, 0.76)"
