,,counts,frequencies,CI
deva.Ma,म,18.0,0.38,"(0.24, 0.53)"
deva.Nya,ञ,12.0,0.25,"(0.14, 0.4)"
deva.Ttha,ठ,18.0,0.38,"(0.24, 0.53)"
