,,counts,frequencies,CI
deva.Bha,भ,5.0,0.1,"(0.03, 0.23)"
deva.Ma,म,3.0,0.06,"(0.01, 0.17)"
deva.Va,व,40.0,0.83,"(0.7, 0.93)"
