,,counts,frequencies,CI
deva.Nya,ञ,7.0,0.12,"(0.05, 0.24)"
deva.Ra,र,42.0,0.74,"(0.6, 0.84)"
deva.Va,व,8.0,0.14,"(0.06, 0.26)"
