,,counts,frequencies,CI
deva.Ma,म,16.0,0.28,"(0.17, 0.42)"
deva.Ra,र,29.0,0.51,"(0.37, 0.64)"
deva.Va,व,12.0,0.21,"(0.11, 0.34)"
