,,counts,frequencies,CI
deva.Ma,म,15.0,0.31,"(0.19, 0.46)"
deva.Ra,र,13.0,0.27,"(0.15, 0.42)"
deva.Ttha,ठ,20.0,0.42,"(0.28, 0.57)"
