,,counts,frequencies,CI
deva.Bha,भ,6.0,0.11,"(0.04, 0.22)"
deva.Ca,च,45.0,0.79,"(0.66, 0.89)"
deva.Ma,म,6.0,0.11,"(0.04, 0.22)"
