,,counts,frequencies,CI
deva.Ma,म,8.0,0.14,"(0.06, 0.26)"
deva.Nya,ञ,24.0,0.42,"(0.29, 0.56)"
deva.Ra,र,25.0,0.44,"(0.31, 0.58)"
