,,counts,frequencies,CI
deva.Ca,च,5.0,0.1,"(0.03, 0.23)"
deva.Ma,म,36.0,0.75,"(0.6, 0.86)"
deva.Va,व,7.0,0.15,"(0.06, 0.28)"
