,,counts,frequencies,CI
deva.Ca,च,8.0,0.17,"(0.07, 0.3)"
deva.Ttha,ठ,34.0,0.71,"(0.56, 0.83)"
deva.Va,व,6.0,0.12,"(0.05, 0.25)"
