,,counts,frequencies,CI
deva.Ca,च,1.0,0.02,"(0.0, 0.11)"
deva.Nya,ञ,11.0,0.23,"(0.12, 0.37)"
deva.Ra,र,36.0,0.75,"(0.6, 0.86)"
