,,counts,frequencies,CI
deva.Ma,म,40.0,0.7,"(0.57, 0.82)"
deva.Nya,ञ,11.0,0.19,"(0.1, 0.32)"
deva.Va,व,6.0,0.11,"(0.04, 0.22)"
