,,counts,frequencies,CI
deva.Bha,भ,28.0,0.58,"(0.43, 0.72)"
deva.Nya,ञ,12.0,0.25,"(0.14, 0.4)"
deva.Va,व,8.0,0.17,"(0.07, 0.3)"
