,,counts,frequencies,CI
deva.Ca,च,7.0,0.12,"(0.05, 0.24)"
deva.Ra,र,36.0,0.63,"(0.49, 0.76)"
deva.Ttha,ठ,14.0,0.25,"(0.14, 0.38)"
