,,counts,frequencies,CI
deva.Bha,भ,30.0,0.53,"(0.39, 0.66)"
deva.Ca,च,5.0,0.09,"(0.03, 0.19)"
deva.Ttha,ठ,22.0,0.39,"(0.26, 0.52)"
