,,counts,frequencies,CI
deva.Ca,च,8.0,0.14,"(0.06, 0.26)"
deva.Nya,ञ,31.0,0.54,"(0.41, 0.68)"
deva.Va,व,18.0,0.32,"(0.2, 0.45)"
