,,counts,frequencies,CI
deva.Ca,च,5.0,0.09,"(0.03, 0.19)"
deva.Nya,ञ,10.0,0.18,"(0.09, 0.3)"
deva.Ttha,ठ,42.0,0.74,"(0.6, 0.84)"
