,,counts,frequencies,CI
deva.Nya,ञ,29.0,0.51,"(0.37, 0.64)"
deva.Ttha,ठ,24.0,0.42,"(0.29, 0.56)"
deva.Va,व,4.0,0.07,"(0.02, 0.17)"
