,,counts,frequencies,CI
deva.Bha,भ,33.0,0.69,"(0.54, 0.81)"
deva.Ca,च,3.0,0.06,"(0.01, 0.17)"
deva.Va,व,12.0,0.25,"(0.14, 0.4)"
