,,counts,frequencies,CI
cyrl.de,д,7.0,0.1,"(0.04, 0.2)"
cyrl.el,л,25.0,0.37,"(0.26, 0.5)"
cyrl.tse,ц,35.0,0.52,"(0.4, 0.65)"
