,,counts,frequencies,CI
cyrl.de,д,3.0,0.04,"(0.01, 0.13)"
cyrl.el,л,5.0,0.07,"(0.02, 0.17)"
cyrl.yu,ю,59.0,0.88,"(0.78, 0.95)"
