,,counts,frequencies,CI
cyrl.de,д,38.0,0.57,"(0.44, 0.69)"
cyrl.es,с,21.0,0.31,"(0.21, 0.44)"
cyrl.yu,ю,8.0,0.12,"(0.05, 0.22)"
