,,counts,frequencies,CI
cyrl.o,о,44.0,0.66,"(0.53, 0.77)"
cyrl.tse,ц,18.0,0.27,"(0.17, 0.39)"
cyrl.ya,я,5.0,0.07,"(0.02, 0.17)"
