,,counts,frequencies,CI
cyrl.es,с,36.0,0.54,"(0.41, 0.66)"
cyrl.tse,ц,17.0,0.25,"(0.16, 0.37)"
cyrl.ya,я,14.0,0.21,"(0.12, 0.33)"
