,,counts,frequencies,CI
cyrl.de,д,45.0,0.67,"(0.55, 0.78)"
cyrl.o,о,17.0,0.25,"(0.16, 0.37)"
cyrl.yu,ю,5.0,0.07,"(0.02, 0.17)"
