,,counts,frequencies,CI
cyrl.ka,к,9.0,0.13,"(0.06, 0.24)"
cyrl.tse,ц,36.0,0.54,"(0.41, 0.66)"
cyrl.ya,я,22.0,0.33,"(0.22, 0.45)"
