,,counts,frequencies,CI
cyrl.es,с,28.0,0.42,"(0.3, 0.54)"
cyrl.ya,я,34.0,0.51,"(0.38, 0.63)"
cyrl.yu,ю,5.0,0.07,"(0.02, 0.17)"
