,,counts,frequencies,CI
cyrl.el,л,1.0,0.01,"(0.0, 0.08)"
cyrl.tse,ц,24.0,0.36,"(0.24, 0.48)"
cyrl.ya,я,42.0,0.63,"(0.5, 0.74)"
