,,counts,frequencies,CI
cyrl.de,д,54.0,0.81,"(0.69, 0.89)"
cyrl.es,с,5.0,0.07,"(0.02, 0.17)"
cyrl.o,о,8.0,0.12,"(0.05, 0.22)"
