,,counts,frequencies,CI
cyrl.ka,к,8.0,0.12,"(0.05, 0.22)"
cyrl.o,о,57.0,0.85,"(0.74, 0.93)"
cyrl.tse,ц,2.0,0.03,"(0.0, 0.1)"
