,,counts,frequencies,CI
cyrl.de,д,18.0,0.27,"(0.17, 0.39)"
cyrl.o,о,43.0,0.64,"(0.52, 0.76)"
cyrl.ya,я,6.0,0.09,"(0.03, 0.18)"
