,,counts,frequencies,CI
cyrl.ka,к,19.0,0.28,"(0.18, 0.41)"
cyrl.ya,я,22.0,0.33,"(0.22, 0.45)"
cyrl.yu,ю,26.0,0.39,"(0.27, 0.51)"
