,,counts,frequencies,CI
cyrl.el,л,19.0,0.28,"(0.18, 0.41)"
cyrl.ka,к,7.0,0.1,"(0.04, 0.2)"
cyrl.yu,ю,41.0,0.61,"(0.49, 0.73)"
