,,counts,frequencies,CI
cyrl.el,л,27.0,0.4,"(0.28, 0.53)"
cyrl.ka,к,25.0,0.37,"(0.26, 0.5)"
cyrl.ya,я,15.0,0.22,"(0.13, 0.34)"
