,,counts,frequencies,CI
cyrl.el,л,55.0,0.82,"(0.71, 0.9)"
cyrl.es,с,1.0,0.01,"(0.0, 0.08)"
cyrl.o,о,11.0,0.16,"(0.08, 0.27)"
