,,counts,frequencies,CI
cyrl.de,д,29.0,0.43,"(0.31, 0.56)"
cyrl.ka,к,17.0,0.25,"(0.16, 0.37)"
cyrl.ya,я,21.0,0.31,"(0.21, 0.44)"
