,,counts,frequencies,CI
cyrl.de,д,6.0,0.09,"(0.03, 0.18)"
cyrl.ka,к,57.0,0.85,"(0.74, 0.93)"
cyrl.tse,ц,4.0,0.06,"(0.02, 0.15)"
