,,counts,frequencies,CI
cyrl.es,с,2.0,0.03,"(0.0, 0.1)"
cyrl.o,о,12.0,0.18,"(0.1, 0.29)"
cyrl.tse,ц,53.0,0.79,"(0.67, 0.88)"
